序号	时间标识	源通道	帧ID	帧类型	帧格式	CAN类型	方向	长度	数据
2451	2023-03-23 19:26:28.430	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 E0 21 
2452	2023-03-23 19:26:28.430	Ch0	0x511	标准帧	数据帧	CANFD加速	Rx	8	11 00 00 00 00 00 00 EE 
2453	2023-03-23 19:26:28.430	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 06 CB 
2454	2023-03-23 19:26:28.433	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF BF 46 
2455	2023-03-23 19:26:28.433	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 E0 CF 
2456	2023-03-23 19:26:28.436	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 DF DC 
2457	2023-03-23 19:26:28.436	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 D0 0A 
2458	2023-03-23 19:26:28.436	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 D1 A2 
2459	2023-03-23 19:26:28.440	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F D0 23 
2460	2023-03-23 19:26:28.440	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 9F 47 
2461	2023-03-23 19:26:28.440	Ch0	0x4E1	标准帧	数据帧	CANFD加速	Rx	8	FF FF FF FF FF FF 00 00 
2462	2023-03-23 19:26:28.440	Ch0	0x2B6	标准帧	数据帧	CANFD加速	Rx	8	17 03 16 13 1A 18 33 00 
2463	2023-03-23 19:26:28.445	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 F0 11 
2464	2023-03-23 19:26:28.445	Ch0	0x2E9	标准帧	数据帧	CANFD加速	Rx	8	FF FF FF FF FF FF FF FF 
2465	2023-03-23 19:26:28.445	Ch0	0x3BD	标准帧	数据帧	CANFD加速	Rx	64	FF FF FF FF 0F 00 05 14 14 00 FC DF D9 01 F0 FF FF F3 FF FF 31 03 F8 FF 0F C0 29 FF 03 10 42 08 21 E0 30 34 36 35 33 30 FE FF FE FF 14 FF 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
2466	2023-03-23 19:26:28.447	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	43 0C 7C 30 02 1E E0 04 
2467	2023-03-23 19:26:28.447	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
2468	2023-03-23 19:26:28.447	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
2469	2023-03-23 19:26:28.447	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
2470	2023-03-23 19:26:28.447	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 EF 10 
2471	2023-03-23 19:26:28.447	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 8F 70 
2472	2023-03-23 19:26:28.450	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 00 01 
2473	2023-03-23 19:26:28.455	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF CF 36 
2474	2023-03-23 19:26:28.455	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 F0 BF 
2475	2023-03-23 19:26:28.455	Ch0	0x427	标准帧	数据帧	CANFD加速	Rx	8	03 80 08 01 01 01 07 00 
2476	2023-03-23 19:26:28.455	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 9F 9A 
2477	2023-03-23 19:26:28.457	Ch0	0x31E	标准帧	数据帧	CANFD加速	Rx	8	03 10 E0 FF FF FF 3F D0 
2478	2023-03-23 19:26:28.457	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 00 03 
2479	2023-03-23 19:26:28.457	Ch0	0x535	标准帧	数据帧	CANFD加速	Rx	8	35 00 00 00 00 00 02 C8 
2480	2023-03-23 19:26:28.457	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
2481	2023-03-23 19:26:28.460	Ch0	0x4A5	标准帧	数据帧	CANFD加速	Rx	8	09 FF FF FF FF 13 1A 17 
2482	2023-03-23 19:26:28.460	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 10 F1 
2483	2023-03-23 19:26:28.463	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 6F 90 
2484	2023-03-23 19:26:28.467	Ch0	0x4EB	标准帧	数据帧	CANFD加速	Rx	8	0A 46 46 FF 04 00 FF C1 
2485	2023-03-23 19:26:28.467	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 EF CD 
2486	2023-03-23 19:26:28.467	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 EF 5E 
2487	2023-03-23 19:26:28.467	Ch0	0x323	标准帧	数据帧	CANFD加速	Rx	8	60 FF FE 0F FF FF 3F 56 
2488	2023-03-23 19:26:28.467	Ch0	0x151	标准帧	数据帧	CANFD加速	Rx	8	00 FD FF 00 F0 FF 3F D5 
2489	2023-03-23 19:26:28.471	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
2490	2023-03-23 19:26:28.471	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 20 E1 
2491	2023-03-23 19:26:28.471	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF 8F AF 
2492	2023-03-23 19:26:28.476	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF DF 26 
2493	2023-03-23 19:26:28.476	Ch0	0x404	标准帧	数据帧	CANFD加速	Rx	8	01 66 05 5C 18 18 D0 7D 
2494	2023-03-23 19:26:28.476	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 00 AF 
2495	2023-03-23 19:26:28.481	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 07 CA 
2496	2023-03-23 19:26:28.481	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 30 D1 
2497	2023-03-23 19:26:28.487	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 EF CC 
2498	2023-03-23 19:26:28.487	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 E0 FA 
2499	2023-03-23 19:26:28.487	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 E1 92 
2500	2023-03-23 19:26:28.487	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F E0 13 
2501	2023-03-23 19:26:28.491	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 AF 37 
2502	2023-03-23 19:26:28.491	Ch0	0x1B0	标准帧	数据帧	CANFD加速	Rx	8	12 06 1F 01 16 01 00 01 
2503	2023-03-23 19:26:28.493	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 40 C1 
2504	2023-03-23 19:26:28.493	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF EF 16 
2505	2023-03-23 19:26:28.496	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 10 9F 
2506	2023-03-23 19:26:28.496	Ch0	0x1B0	标准帧	数据帧	CANFD加速	Rx	8	12 06 1F 01 16 01 00 01 
2507	2023-03-23 19:26:28.496	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
2508	2023-03-23 19:26:28.496	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
2509	2023-03-23 19:26:28.496	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
2510	2023-03-23 19:26:28.499	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	45 0C 7C 30 02 1E F0 F2 
2511	2023-03-23 19:26:28.499	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 FF 00 
2512	2023-03-23 19:26:28.499	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 9F 60 
2513	2023-03-23 19:26:28.499	Ch0	0x2EC	标准帧	数据帧	CANFD加速	Rx	8	A0 02 00 00 00 00 00 00 
2514	2023-03-23 19:26:28.502	Ch0	0x1B0	标准帧	数据帧	CANFD加速	Rx	8	12 06 29 01 17 01 00 02 
2515	2023-03-23 19:26:28.502	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 50 B1 
2516	2023-03-23 19:26:28.502	Ch0	0x43E	标准帧	数据帧	CANFD加速	Rx	8	8C FF FF FF FF 00 04 20 
2517	2023-03-23 19:26:28.506	Ch0	0x1B0	标准帧	数据帧	CANFD加速	Rx	8	12 06 29 01 17 01 00 02 
2518	2023-03-23 19:26:28.506	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 AF 8A 
2519	2023-03-23 19:26:28.506	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 10 F3 
2520	2023-03-23 19:26:28.509	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
2521	2023-03-23 19:26:28.509	Ch0	0x1B0	标准帧	数据帧	CANFD加速	Rx	8	12 06 1E 01 18 01 00 02 
2522	2023-03-23 19:26:28.513	Ch0	0x1B0	标准帧	数据帧	CANFD加速	Rx	8	12 06 1E 01 18 01 00 02 
2523	2023-03-23 19:26:28.513	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 60 A1 
2524	2023-03-23 19:26:28.513	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF FF 06 
2525	2023-03-23 19:26:28.518	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 FF BD 
2526	2023-03-23 19:26:28.518	Ch0	0x426	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
2527	2023-03-23 19:26:28.518	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 FF 4E 
2528	2023-03-23 19:26:28.518	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 7F 80 
2529	2023-03-23 19:26:28.518	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 20 8F 
2530	2023-03-23 19:26:28.518	Ch0	0x42E	标准帧	数据帧	CANFD加速	Rx	8	00 00 40 00 88 0B 50 FC 
2531	2023-03-23 19:26:28.518	Ch0	0x1B0	标准帧	数据帧	CANFD加速	Rx	8	12 06 06 01 19 01 00 02 
2532	2023-03-23 19:26:28.594	Ch0	0x3D9	标准帧	数据帧	CANFD加速	Rx	8	04 FE F7 BF 89 8C 10 7D 
2533	2023-03-23 19:26:28.594	Ch0	0x42E	标准帧	数据帧	CANFD加速	Rx	8	00 00 40 00 88 0A 50 FC 
2534	2023-03-23 19:26:28.594	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
2535	2023-03-23 19:26:28.594	Ch0	0x1B0	标准帧	数据帧	CANFD加速	Rx	8	12 06 06 01 19 01 00 02 
2536	2023-03-23 19:26:28.594	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF 9F 9F 
2537	2023-03-23 19:26:28.594	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 70 91 
2538	2023-03-23 19:26:28.594	Ch0	0x1B0	标准帧	数据帧	CANFD加速	Rx	8	12 06 24 01 1A 01 00 02 
2539	2023-03-23 19:26:28.594	Ch0	0x1B0	标准帧	数据帧	CANFD加速	Rx	8	12 06 24 01 1A 01 00 02 
2540	2023-03-23 19:26:28.594	Ch0	0x1B0	标准帧	数据帧	CANFD加速	Rx	8	12 06 07 01 1B 01 00 02 
2541	2023-03-23 19:26:28.594	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 08 C9 
2542	2023-03-23 19:26:28.594	Ch0	0x1B0	标准帧	数据帧	CANFD加速	Rx	8	12 06 07 01 1B 01 00 02 
2543	2023-03-23 19:26:28.594	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 80 81 
2544	2023-03-23 19:26:28.594	Ch0	0x38A	标准帧	数据帧	CANFD加速	Rx	8	AA AE 0A 75 1A C8 0F 37 
2545	2023-03-23 19:26:28.594	Ch0	0x4EB	标准帧	数据帧	CANFD加速	Rx	8	0B 00 00 C0 FF 64 00 FF 
2546	2023-03-23 19:26:28.594	Ch0	0x3FF	标准帧	数据帧	CANFD加速	Rx	8	47 00 FF 0F 32 A1 FF C9 
2547	2023-03-23 19:26:28.594	Ch0	0x4BF	标准帧	数据帧	CANFD加速	Rx	8	D6 00 FF FF 3F F7 F6 FF 
2548	2023-03-23 19:26:28.594	Ch0	0x055	标准帧	数据帧	CANFD加速	Rx	8	01 0A 43 33 82 00 02 27 
2549	2023-03-23 19:26:28.594	Ch0	0x3C5	标准帧	数据帧	CANFD加速	Rx	8	01 AC F0 FF FF FF FF FF 
2550	2023-03-23 19:26:28.594	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 0F F6 
2551	2023-03-23 19:26:28.594	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 FF BC 
2552	2023-03-23 19:26:28.594	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 F0 EA 
2553	2023-03-23 19:26:28.594	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 F1 82 
2554	2023-03-23 19:26:28.594	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F F0 03 
2555	2023-03-23 19:26:28.594	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 BF 27 
2556	2023-03-23 19:26:28.594	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 30 7F 
2557	2023-03-23 19:26:28.594	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
2558	2023-03-23 19:26:28.594	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
2559	2023-03-23 19:26:28.594	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
2560	2023-03-23 19:26:28.594	Ch0	0x4A5	标准帧	数据帧	CANFD加速	Rx	8	02 2B 28 01 C8 FF 81 FF 
2561	2023-03-23 19:26:28.594	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 90 71 
2562	2023-03-23 19:26:28.594	Ch0	0x3BD	标准帧	数据帧	CANFD加速	Rx	64	FF FF FF FF 0F 00 05 14 14 00 FC DF D9 01 F0 FF FF F3 FF FF 31 03 F8 FF 0F C0 29 FF 03 10 42 08 21 E0 30 34 36 35 33 30 FE FF FE FF 14 FF 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
2563	2023-03-23 19:26:28.594	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	45 0C 7C 30 02 1E 00 E2 
2564	2023-03-23 19:26:28.594	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 0F F0 
2565	2023-03-23 19:26:28.594	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 AF 50 
2566	2023-03-23 19:26:28.594	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 BF 7A 
2567	2023-03-23 19:26:28.594	Ch0	0x31E	标准帧	数据帧	CANFD加速	Rx	8	03 10 E0 FF FF FF 3F D0 
2568	2023-03-23 19:26:28.594	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 20 E3 
2569	2023-03-23 19:26:28.594	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
2570	2023-03-23 19:26:28.594	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 A0 61 
2571	2023-03-23 19:26:28.594	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 1F E6 
2572	2023-03-23 19:26:28.594	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 0F AD 
2573	2023-03-23 19:26:28.594	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 0F 3E 
2574	2023-03-23 19:26:28.594	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 8F 70 
2575	2023-03-23 19:26:28.594	Ch0	0x323	标准帧	数据帧	CANFD加速	Rx	8	60 FF FE 0F FF FF 4F 46 
2576	2023-03-23 19:26:28.594	Ch0	0x151	标准帧	数据帧	CANFD加速	Rx	8	00 FD FF 00 F0 FF 4F C5 
2577	2023-03-23 19:26:28.594	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 40 6F 
2578	2023-03-23 19:26:28.594	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
2579	2023-03-23 19:26:28.594	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 B0 51 
2580	2023-03-23 19:26:28.594	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF AF 8F 
2581	2023-03-23 19:26:28.594	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 09 C8 
2582	2023-03-23 19:26:28.594	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 C0 41 
2583	2023-03-23 19:26:28.594	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 2F D6 
2584	2023-03-23 19:26:28.594	Ch0	0x4FA	标准帧	数据帧	CANFD加速	Rx	8	C0 80 EA 00 00 00 00 FF 
2585	2023-03-23 19:26:28.594	Ch0	0x367	标准帧	数据帧	CANFD加速	Rx	24	20 F0 FF FF FF FF F0 FF FF FF FF F0 FF FF FF FF F0 FF FF FF FF FF FF 31 
2586	2023-03-23 19:26:28.594	Ch0	0x407	标准帧	数据帧	CANFD加速	Rx	8	AA 96 18 00 F5 95 31 F6 
2587	2023-03-23 19:26:28.594	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 50 5F 
2588	2023-03-23 19:26:28.594	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 D0 31 
2589	2023-03-23 19:26:28.594	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 0F AC 
2590	2023-03-23 19:26:28.594	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 00 DA 
2591	2023-03-23 19:26:28.595	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 01 72 
2592	2023-03-23 19:26:28.597	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 00 F3 
2593	2023-03-23 19:26:28.597	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
2594	2023-03-23 19:26:28.597	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
2595	2023-03-23 19:26:28.597	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
2596	2023-03-23 19:26:28.597	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 CF 17 
2597	2023-03-23 19:26:28.601	Ch0	0x2EC	标准帧	数据帧	CANFD加速	Rx	8	A0 02 00 00 00 00 00 00 
2598	2023-03-23 19:26:28.601	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	45 0C 7C 30 02 1E 10 D2 
2599	2023-03-23 19:26:28.601	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 1F E0 
2600	2023-03-23 19:26:28.605	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 BF 40 
2601	2023-03-23 19:26:28.605	Ch0	0x43E	标准帧	数据帧	CANFD加速	Rx	8	8C FF FF FF FF 00 04 20 
2602	2023-03-23 19:26:28.605	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 E0 21 
2603	2023-03-23 19:26:28.605	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 CF 6A 
2604	2023-03-23 19:26:28.608	Ch0	0x4EB	标准帧	数据帧	CANFD加速	Rx	8	0C 00 00 C0 FF FF FF FF 
2605	2023-03-23 19:26:28.608	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 3F C6 
2606	2023-03-23 19:26:28.608	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 30 D3 
2607	2023-03-23 19:26:28.608	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
2608	2023-03-23 19:26:28.612	Ch0	0x475	标准帧	数据帧	CANFD加速	Rx	8	A0 04 21 00 02 E0 FF 59 
2609	2023-03-23 19:26:28.616	Ch0	0x494	标准帧	数据帧	CANFD加速	Rx	8	11 14 15 00 00 F8 20 00 
2610	2023-03-23 19:26:28.616	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 1F 9D 
2611	2023-03-23 19:26:28.616	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 1F 2E 
2612	2023-03-23 19:26:28.619	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 9F 60 
2613	2023-03-23 19:26:28.619	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 60 4F 
2614	2023-03-23 19:26:28.619	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 F0 11 
2615	2023-03-23 19:26:28.622	Ch0	0x42E	标准帧	数据帧	CANFD加速	Rx	8	00 00 40 00 88 0A 50 FC 
2616	2023-03-23 19:26:28.622	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
2617	2023-03-23 19:26:28.622	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF BF 7F 
2618	2023-03-23 19:26:28.625	Ch0	0x388	标准帧	数据帧	CANFD加速	Rx	8	00 00 FF FF FF FF 00 FF 
2619	2023-03-23 19:26:28.629	Ch0	0x48E	标准帧	数据帧	CANFD加速	Rx	8	99 00 18 19 10 20 C0 45 
2620	2023-03-23 19:26:28.629	Ch0	0x48E	标准帧	数据帧	CANFD加速	Rx	8	99 00 18 19 10 20 C0 45 
2621	2023-03-23 19:26:28.629	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 4F B6 
2622	2023-03-23 19:26:28.629	Ch0	0x4A5	标准帧	数据帧	CANFD加速	Rx	8	0A 55 FE E3 BF FE EB BF 
2623	2023-03-23 19:26:28.633	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 0A C7 
2624	2023-03-23 19:26:28.633	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 00 01 
2625	2023-03-23 19:26:28.639	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 70 3F 
2626	2023-03-23 19:26:28.642	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 10 F1 
2627	2023-03-23 19:26:28.642	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 1F 9C 
2628	2023-03-23 19:26:28.646	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 10 CA 
2629	2023-03-23 19:26:28.646	Ch0	0x510	标准帧	数据帧	CANFD加速	Rx	8	10 00 00 00 00 00 00 EF 
2630	2023-03-23 19:26:28.646	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 11 62 
2631	2023-03-23 19:26:28.646	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
2632	2023-03-23 19:26:28.646	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
2633	2023-03-23 19:26:28.646	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
2634	2023-03-23 19:26:28.649	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 10 E3 
2635	2023-03-23 19:26:28.649	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 DF 07 
2636	2023-03-23 19:26:28.649	Ch0	0x3D9	标准帧	数据帧	CANFD加速	Rx	8	06 FF F7 DF 00 10 27 00 
